period,stateid,stateDescription,sectorid,sectorName,price,price-units
2023-11,MT,Montana,TRA,transportation,0,cents per kilowatt-hour
2023-11,NE,Nebraska,ALL,all sectors,8.87,cents per kilowatt-hour
2023-11,NE,Nebraska,COM,commercial,8.62,cents per kilowatt-hour
2023-11,NE,Nebraska,IND,industrial,7.26,cents per kilowatt-hour
2023-11,NE,Nebraska,OTH,other,,cents per kilowatt-hour
2023-11,NE,Nebraska,RES,residential,11.26,cents per kilowatt-hour
2023-11,NE,Nebraska,TRA,transportation,0,cents per kilowatt-hour
2023-11,NV,Nevada,ALL,all sectors,12.06,cents per kilowatt-hour
2023-11,NV,Nevada,COM,commercial,11.31,cents per kilowatt-hour
2023-11,NV,Nevada,IND,industrial,8.75,cents per kilowatt-hour
2023-11,NV,Nevada,OTH,other,,cents per kilowatt-hour
2023-11,NV,Nevada,RES,residential,17.11,cents per kilowatt-hour
2023-11,NV,Nevada,TRA,transportation,12.21,cents per kilowatt-hour
2023-09,DE,Delaware,ALL,all sectors,12.92,cents per kilowatt-hour
2023-09,DE,Delaware,COM,commercial,11.55,cents per kilowatt-hour
2023-09,DE,Delaware,IND,industrial,7.84,cents per kilowatt-hour
2023-09,DE,Delaware,OTH,other,,cents per kilowatt-hour
2023-09,DE,Delaware,RES,residential,15.81,cents per kilowatt-hour
2023-09,DE,Delaware,TRA,transportation,0,cents per kilowatt-hour
2023-09,DC,District of Columbia,ALL,all sectors,16.29,cents per kilowatt-hour
2023-09,DC,District of Columbia,COM,commercial,16.81,cents per kilowatt-hour
2023-09,DC,District of Columbia,IND,industrial,10.5,cents per kilowatt-hour
2023-09,DC,District of Columbia,OTH,other,,cents per kilowatt-hour
2023-09,DC,District of Columbia,RES,residential,16.29,cents per kilowatt-hour
2023-09,DC,District of Columbia,TRA,transportation,9.21,cents per kilowatt-hour
2023-09,FL,Florida,ALL,all sectors,13.76,cents per kilowatt-hour
2023-09,FL,Florida,COM,commercial,11.89,cents per kilowatt-hour
2023-09,FL,Florida,IND,industrial,9.28,cents per kilowatt-hour
2023-09,FL,Florida,OTH,other,,cents per kilowatt-hour
2023-02,RI,Rhode Island,TRA,transportation,15.84,cents per kilowatt-hour
2023-02,SC,South Carolina,ALL,all sectors,10.63,cents per kilowatt-hour
2023-02,SC,South Carolina,COM,commercial,10.96,cents per kilowatt-hour
2023-02,SC,South Carolina,IND,industrial,6.45,cents per kilowatt-hour
2023-02,SC,South Carolina,OTH,other,,cents per kilowatt-hour
2023-02,SC,South Carolina,RES,residential,14.06,cents per kilowatt-hour
2023-02,SC,South Carolina,TRA,transportation,0,cents per kilowatt-hour
2023-02,SD,South Dakota,ALL,all sectors,10.15,cents per kilowatt-hour
2023-02,SD,South Dakota,COM,commercial,9.9,cents per kilowatt-hour
2023-02,SD,South Dakota,IND,industrial,7.81,cents per kilowatt-hour
2023-02,SD,South Dakota,OTH,other,,cents per kilowatt-hour
2023-02,SD,South Dakota,RES,residential,11.46,cents per kilowatt-hour
2023-02,SD,South Dakota,TRA,transportation,0,cents per kilowatt-hour
2023-02,TN,Tennessee,ALL,all sectors,11.26,cents per kilowatt-hour
2023-02,TN,Tennessee,COM,commercial,12.47,cents per kilowatt-hour
2023-02,TN,Tennessee,IND,industrial,6.74,cents per kilowatt-hour
2023-02,TN,Tennessee,OTH,other,,cents per kilowatt-hour
2023-02,TN,Tennessee,RES,residential,12.54,cents per kilowatt-hour
2023-02,TN,Tennessee,TRA,transportation,0,cents per kilowatt-hour
2023-02,TX,Texas,ALL,all sectors,10.05,cents per kilowatt-hour
2023-02,TX,Texas,COM,commercial,9.05,cents per kilowatt-hour
2023-02,TX,Texas,IND,industrial,6.32,cents per kilowatt-hour
2023-02,TX,Texas,OTH,other,,cents per kilowatt-hour
2023-02,TX,Texas,RES,residential,14.72,cents per kilowatt-hour
2023-02,TX,Texas,TRA,transportation,6.99,cents per kilowatt-hour
2023-02,UT,Utah,ALL,all sectors,8.76,cents per kilowatt-hour
2023-02,UT,Utah,COM,commercial,8.13,cents per kilowatt-hour
2023-11,RI,Rhode Island,IND,industrial,18.54,cents per kilowatt-hour
2023-11,RI,Rhode Island,OTH,other,,cents per kilowatt-hour
2023-11,RI,Rhode Island,RES,residential,29.78,cents per kilowatt-hour
2023-11,RI,Rhode Island,TRA,transportation,16.52,cents per kilowatt-hour
2023-11,SC,South Carolina,ALL,all sectors,10.35,cents per kilowatt-hour
2023-11,SC,South Carolina,COM,commercial,10.66,cents per kilowatt-hour
2023-11,SC,South Carolina,IND,industrial,6.34,cents per kilowatt-hour
2023-11,SC,South Carolina,OTH,other,,cents per kilowatt-hour
2023-11,SC,South Carolina,RES,residential,13.76,cents per kilowatt-hour
2023-11,SC,South Carolina,TRA,transportation,0,cents per kilowatt-hour
2023-11,SD,South Dakota,ALL,all sectors,10.33,cents per kilowatt-hour
2023-11,SD,South Dakota,COM,commercial,10.13,cents per kilowatt-hour
2023-11,SD,South Dakota,IND,industrial,7.87,cents per kilowatt-hour
2023-11,SD,South Dakota,OTH,other,,cents per kilowatt-hour
2023-11,SD,South Dakota,RES,residential,12.21,cents per kilowatt-hour
2023-11,SD,South Dakota,TRA,transportation,0,cents per kilowatt-hour
2023-11,TN,Tennessee,ALL,all sectors,10.67,cents per kilowatt-hour
2023-11,TN,Tennessee,COM,commercial,11.77,cents per kilowatt-hour
2023-11,TN,Tennessee,IND,industrial,6.06,cents per kilowatt-hour
2023-11,TN,Tennessee,OTH,other,,cents per kilowatt-hour
2023-11,TN,Tennessee,RES,residential,12.6,cents per kilowatt-hour
2023-11,TN,Tennessee,TRA,transportation,0,cents per kilowatt-hour
2023-11,TX,Texas,ALL,all sectors,9.38,cents per kilowatt-hour
2023-11,TX,Texas,COM,commercial,8.49,cents per kilowatt-hour
2023-11,TX,Texas,IND,industrial,6.07,cents per kilowatt-hour
2023-11,TX,Texas,OTH,other,,cents per kilowatt-hour
2023-11,TX,Texas,RES,residential,14.79,cents per kilowatt-hour
2023-11,TX,Texas,TRA,transportation,7.6,cents per kilowatt-hour
2023-11,UT,Utah,ALL,all sectors,8.73,cents per kilowatt-hour
2023-11,UT,Utah,COM,commercial,8.39,cents per kilowatt-hour
2023-11,UT,Utah,IND,industrial,6.6,cents per kilowatt-hour
2023-11,UT,Utah,OTH,other,,cents per kilowatt-hour
2023-11,UT,Utah,RES,residential,11.05,cents per kilowatt-hour
2023-11,UT,Utah,TRA,transportation,12.16,cents per kilowatt-hour
2023-11,VT,Vermont,ALL,all sectors,17.95,cents per kilowatt-hour
2023-11,VT,Vermont,COM,commercial,18.47,cents per kilowatt-hour
2024-01,AL,Alabama,ALL,all sectors,11.86,cents per kilowatt-hour
2024-01,AL,Alabama,COM,commercial,13.65,cents per kilowatt-hour
2024-01,AL,Alabama,IND,industrial,7.14,cents per kilowatt-hour
2024-01,AL,Alabama,OTH,other,,cents per kilowatt-hour
2024-01,AL,Alabama,RES,residential,14.4,cents per kilowatt-hour
2024-01,AL,Alabama,TRA,transportation,0,cents per kilowatt-hour
2024-01,AK,Alaska,ALL,all sectors,21.81,cents per kilowatt-hour
2024-01,AK,Alaska,COM,commercial,21.3,cents per kilowatt-hour
2024-01,AK,Alaska,IND,industrial,19.12,cents per kilowatt-hour
2024-01,AK,Alaska,OTH,other,,cents per kilowatt-hour
2024-01,AK,Alaska,RES,residential,23.78,cents per kilowatt-hour
2024-01,AK,Alaska,TRA,transportation,0,cents per kilowatt-hour
2024-01,AZ,Arizona,ALL,all sectors,11.92,cents per kilowatt-hour
2024-01,AZ,Arizona,COM,commercial,11.46,cents per kilowatt-hour
2023-11,VT,Vermont,IND,industrial,10.98,cents per kilowatt-hour
2023-11,VT,Vermont,OTH,other,,cents per kilowatt-hour
2023-11,VT,Vermont,RES,residential,21.57,cents per kilowatt-hour
2023-11,VT,Vermont,TRA,transportation,0,cents per kilowatt-hour
2023-11,VA,Virginia,ALL,all sectors,10.42,cents per kilowatt-hour
2023-11,VA,Virginia,COM,commercial,8.77,cents per kilowatt-hour
2023-11,VA,Virginia,IND,industrial,8.88,cents per kilowatt-hour
2023-11,VA,Virginia,OTH,other,,cents per kilowatt-hour
2023-11,VA,Virginia,RES,residential,13.93,cents per kilowatt-hour
2023-11,VA,Virginia,TRA,transportation,9.97,cents per kilowatt-hour
2023-11,WA,Washington,ALL,all sectors,9.68,cents per kilowatt-hour
2023-11,WA,Washington,COM,commercial,10.08,cents per kilowatt-hour
2023-11,WA,Washington,IND,industrial,6.27,cents per kilowatt-hour
2023-11,WA,Washington,OTH,other,,cents per kilowatt-hour
2023-11,WA,Washington,RES,residential,11.07,cents per kilowatt-hour
2023-11,WA,Washington,TRA,transportation,10.02,cents per kilowatt-hour
2023-11,WV,West Virginia,ALL,all sectors,10.68,cents per kilowatt-hour
2024-01,AZ,Arizona,IND,industrial,7.68,cents per kilowatt-hour
2024-01,AZ,Arizona,OTH,other,,cents per kilowatt-hour
2024-01,AZ,Arizona,RES,residential,14.11,cents per kilowatt-hour
2024-01,AZ,Arizona,TRA,transportation,9.95,cents per kilowatt-hour
2024-01,AR,Arkansas,ALL,all sectors,9.63,cents per kilowatt-hour
2024-01,AR,Arkansas,COM,commercial,10.26,cents per kilowatt-hour
2024-01,AR,Arkansas,IND,industrial,7.08,cents per kilowatt-hour
2024-01,AR,Arkansas,OTH,other,,cents per kilowatt-hour
2024-01,AR,Arkansas,RES,residential,11.24,cents per kilowatt-hour
2024-01,AR,Arkansas,TRA,transportation,12.7,cents per kilowatt-hour
2024-01,CA,California,ALL,all sectors,24.62,cents per kilowatt-hour
2024-01,CA,California,COM,commercial,22.89,cents per kilowatt-hour
2024-01,CA,California,IND,industrial,18.03,cents per kilowatt-hour
2024-01,CA,California,OTH,other,,cents per kilowatt-hour
2024-01,CA,California,RES,residential,29.49,cents per kilowatt-hour
2024-01,CA,California,TRA,transportation,17.06,cents per kilowatt-hour
2024-01,CO,Colorado,ALL,all sectors,11.46,cents per kilowatt-hour
2024-01,CO,Colorado,COM,commercial,10.84,cents per kilowatt-hour
2024-01,CO,Colorado,IND,industrial,8.27,cents per kilowatt-hour
2024-01,CO,Colorado,OTH,other,,cents per kilowatt-hour
2024-01,CO,Colorado,RES,residential,14.26,cents per kilowatt-hour
2024-01,CO,Colorado,TRA,transportation,9.99,cents per kilowatt-hour
2024-01,CT,Connecticut,ALL,all sectors,23.75,cents per kilowatt-hour
2024-01,CT,Connecticut,COM,commercial,20.51,cents per kilowatt-hour
2024-01,CT,Connecticut,IND,industrial,16.56,cents per kilowatt-hour
2024-01,CT,Connecticut,OTH,other,,cents per kilowatt-hour
2024-01,CT,Connecticut,RES,residential,27.4,cents per kilowatt-hour
2024-01,CT,Connecticut,TRA,transportation,18.36,cents per kilowatt-hour
2024-01,DE,Delaware,ALL,all sectors,13.19,cents per kilowatt-hour
2024-01,DE,Delaware,COM,commercial,11.83,cents per kilowatt-hour
2024-01,DE,Delaware,IND,industrial,8.53,cents per kilowatt-hour
2024-01,DE,Delaware,OTH,other,,cents per kilowatt-hour
2024-01,DE,Delaware,RES,residential,15.59,cents per kilowatt-hour
2024-01,DE,Delaware,TRA,transportation,0,cents per kilowatt-hour
2024-01,DC,District of Columbia,ALL,all sectors,16.77,cents per kilowatt-hour
2024-01,DC,District of Columbia,COM,commercial,17.2,cents per kilowatt-hour
2024-01,DC,District of Columbia,IND,industrial,11.02,cents per kilowatt-hour
2024-01,DC,District of Columbia,OTH,other,,cents per kilowatt-hour
2024-01,DC,District of Columbia,RES,residential,16.89,cents per kilowatt-hour
2024-01,DC,District of Columbia,TRA,transportation,9.86,cents per kilowatt-hour
2024-01,FL,Florida,ALL,all sectors,13.21,cents per kilowatt-hour
2024-01,FL,Florida,COM,commercial,11.83,cents per kilowatt-hour
2024-01,FL,Florida,IND,industrial,9.15,cents per kilowatt-hour
2024-01,FL,Florida,OTH,other,,cents per kilowatt-hour
2024-01,FL,Florida,RES,residential,14.79,cents per kilowatt-hour
2024-01,FL,Florida,TRA,transportation,11.82,cents per kilowatt-hour
2024-01,GA,Georgia,ALL,all sectors,11.32,cents per kilowatt-hour
2024-01,GA,Georgia,COM,commercial,11.96,cents per kilowatt-hour
2024-01,GA,Georgia,IND,industrial,8,cents per kilowatt-hour
2024-01,GA,Georgia,OTH,other,,cents per kilowatt-hour
2024-01,GA,Georgia,RES,residential,12.34,cents per kilowatt-hour
2024-01,GA,Georgia,TRA,transportation,6.29,cents per kilowatt-hour
2024-01,HI,Hawaii,ALL,all sectors,41.14,cents per kilowatt-hour
2024-01,HI,Hawaii,COM,commercial,42.2,cents per kilowatt-hour
2024-01,HI,Hawaii,IND,industrial,37.68,cents per kilowatt-hour
2024-01,HI,Hawaii,OTH,other,,cents per kilowatt-hour
2024-01,HI,Hawaii,RES,residential,44.28,cents per kilowatt-hour
2024-01,HI,Hawaii,TRA,transportation,0,cents per kilowatt-hour
2024-01,ID,Idaho,ALL,all sectors,9.2,cents per kilowatt-hour
2024-01,ID,Idaho,COM,commercial,8.63,cents per kilowatt-hour
2024-01,ID,Idaho,IND,industrial,6.78,cents per kilowatt-hour
2024-01,ID,Idaho,OTH,other,,cents per kilowatt-hour
2024-01,ID,Idaho,RES,residential,10.79,cents per kilowatt-hour
2024-01,ID,Idaho,TRA,transportation,0,cents per kilowatt-hour
2024-01,IL,Illinois,ALL,all sectors,11.94,cents per kilowatt-hour
2024-01,IL,Illinois,COM,commercial,11.35,cents per kilowatt-hour
2024-01,IL,Illinois,IND,industrial,8.86,cents per kilowatt-hour
2024-01,IL,Illinois,OTH,other,,cents per kilowatt-hour
2024-01,IL,Illinois,RES,residential,15.03,cents per kilowatt-hour
2024-01,IL,Illinois,TRA,transportation,10.41,cents per kilowatt-hour
2023-12,WV,West Virginia,ALL,all sectors,10.19,cents per kilowatt-hour
2023-12,WV,West Virginia,COM,commercial,10.93,cents per kilowatt-hour
2023-12,WV,West Virginia,IND,industrial,7.05,cents per kilowatt-hour
2023-12,WV,West Virginia,OTH,other,,cents per kilowatt-hour
2023-12,WV,West Virginia,RES,residential,13.35,cents per kilowatt-hour
2023-12,WV,West Virginia,TRA,transportation,0,cents per kilowatt-hour
2023-12,WI,Wisconsin,ALL,all sectors,12.53,cents per kilowatt-hour
2023-12,WI,Wisconsin,COM,commercial,12.47,cents per kilowatt-hour
2023-12,WI,Wisconsin,IND,industrial,8.28,cents per kilowatt-hour
2023-12,WI,Wisconsin,OTH,other,,cents per kilowatt-hour
2023-12,WI,Wisconsin,RES,residential,16.58,cents per kilowatt-hour
2023-12,WI,Wisconsin,TRA,transportation,17.48,cents per kilowatt-hour
2023-12,WY,Wyoming,ALL,all sectors,8.29,cents per kilowatt-hour
2023-12,WY,Wyoming,COM,commercial,8.51,cents per kilowatt-hour
2023-12,WY,Wyoming,IND,industrial,7.05,cents per kilowatt-hour
2023-12,WY,Wyoming,OTH,other,,cents per kilowatt-hour
2023-12,WY,Wyoming,RES,residential,11.32,cents per kilowatt-hour
2023-12,WY,Wyoming,TRA,transportation,0,cents per kilowatt-hour
2023-12,NEW,New England,ALL,all sectors,22.67,cents per kilowatt-hour
2023-12,NEW,New England,COM,commercial,19.63,cents per kilowatt-hour
2023-12,NEW,New England,IND,industrial,16.21,cents per kilowatt-hour
2023-12,NEW,New England,OTH,other,,cents per kilowatt-hour
2023-12,NEW,New England,RES,residential,27.52,cents per kilowatt-hour
2023-12,NEW,New England,TRA,transportation,12.72,cents per kilowatt-hour
2023-12,MAT,Middle Atlantic,ALL,all sectors,15.07,cents per kilowatt-hour
2023-12,MAT,Middle Atlantic,COM,commercial,14.49,cents per kilowatt-hour
2023-12,MAT,Middle Atlantic,IND,industrial,7.76,cents per kilowatt-hour
2023-12,MAT,Middle Atlantic,OTH,other,,cents per kilowatt-hour
2023-12,MAT,Middle Atlantic,RES,residential,19.36,cents per kilowatt-hour
2023-12,MAT,Middle Atlantic,TRA,transportation,13.77,cents per kilowatt-hour
2023-12,ENC,East North Central,ALL,all sectors,11.82,cents per kilowatt-hour
2023-12,ENC,East North Central,COM,commercial,11.66,cents per kilowatt-hour
2023-12,ENC,East North Central,IND,industrial,7.72,cents per kilowatt-hour
2023-12,ENC,East North Central,OTH,other,,cents per kilowatt-hour
2023-12,ENC,East North Central,RES,residential,15.93,cents per kilowatt-hour
2023-12,ENC,East North Central,TRA,transportation,7.43,cents per kilowatt-hour
2023-12,WNC,West North Central,ALL,all sectors,9.66,cents per kilowatt-hour
2023-12,WNC,West North Central,COM,commercial,9.47,cents per kilowatt-hour
2023-12,WNC,West North Central,IND,industrial,7.16,cents per kilowatt-hour
2023-12,WNC,West North Central,OTH,other,,cents per kilowatt-hour
2023-12,WNC,West North Central,RES,residential,12.06,cents per kilowatt-hour
2023-12,WNC,West North Central,TRA,transportation,9.58,cents per kilowatt-hour
2023-12,SAT,South Atlantic,ALL,all sectors,11.78,cents per kilowatt-hour
2024-01,IN,Indiana,ALL,all sectors,11.5,cents per kilowatt-hour
2024-01,IN,Indiana,COM,commercial,12.49,cents per kilowatt-hour
2024-01,IN,Indiana,IND,industrial,8.24,cents per kilowatt-hour
2024-01,IN,Indiana,OTH,other,,cents per kilowatt-hour
2023-12,SAT,South Atlantic,COM,commercial,10.8,cents per kilowatt-hour
2023-12,SAT,South Atlantic,IND,industrial,7.47,cents per kilowatt-hour
2023-12,SAT,South Atlantic,OTH,other,,cents per kilowatt-hour
2023-12,SAT,South Atlantic,RES,residential,14.14,cents per kilowatt-hour
2023-12,SAT,South Atlantic,TRA,transportation,10.25,cents per kilowatt-hour
2023-12,ESC,East South Central,ALL,all sectors,10.61,cents per kilowatt-hour
2023-12,ESC,East South Central,COM,commercial,12.14,cents per kilowatt-hour
2023-12,ESC,East South Central,IND,industrial,6.51,cents per kilowatt-hour
2023-12,ESC,East South Central,OTH,other,,cents per kilowatt-hour
2023-12,ESC,East South Central,RES,residential,12.86,cents per kilowatt-hour
2023-12,ESC,East South Central,TRA,transportation,0,cents per kilowatt-hour
2023-12,WSC,West South Central,ALL,all sectors,9.16,cents per kilowatt-hour
2023-12,WSC,West South Central,COM,commercial,8.82,cents per kilowatt-hour
2023-12,WSC,West South Central,IND,industrial,5.8,cents per kilowatt-hour
2023-12,WSC,West South Central,OTH,other,,cents per kilowatt-hour
2023-12,WSC,West South Central,RES,residential,13.48,cents per kilowatt-hour
2023-12,WSC,West South Central,TRA,transportation,9.11,cents per kilowatt-hour
2023-12,MTN,Mountain,ALL,all sectors,10.56,cents per kilowatt-hour
2023-12,MTN,Mountain,COM,commercial,10.44,cents per kilowatt-hour
2023-12,MTN,Mountain,IND,industrial,7.15,cents per kilowatt-hour
2023-12,MTN,Mountain,OTH,other,,cents per kilowatt-hour
2023-12,MTN,Mountain,RES,residential,13.44,cents per kilowatt-hour
2023-12,MTN,Mountain,TRA,transportation,12.12,cents per kilowatt-hour
2023-12,PACC,Pacific Contiguous,ALL,all sectors,18.12,cents per kilowatt-hour
2023-12,PACC,Pacific Contiguous,COM,commercial,18.24,cents per kilowatt-hour
2023-12,PACC,Pacific Contiguous,IND,industrial,12.61,cents per kilowatt-hour
2023-12,PACC,Pacific Contiguous,OTH,other,,cents per kilowatt-hour
2023-12,PACC,Pacific Contiguous,RES,residential,20.7,cents per kilowatt-hour
2023-12,PACC,Pacific Contiguous,TRA,transportation,12.54,cents per kilowatt-hour
2023-12,PACN,Pacific Noncontiguous,ALL,all sectors,31.45,cents per kilowatt-hour
2023-12,PACN,Pacific Noncontiguous,COM,commercial,29.85,cents per kilowatt-hour
2023-12,PACN,Pacific Noncontiguous,IND,industrial,31.04,cents per kilowatt-hour
2023-12,PACN,Pacific Noncontiguous,OTH,other,,cents per kilowatt-hour
2023-12,PACN,Pacific Noncontiguous,RES,residential,33.46,cents per kilowatt-hour
2023-12,PACN,Pacific Noncontiguous,TRA,transportation,0,cents per kilowatt-hour
2023-12,US,U.S. Total,ALL,all sectors,12.34,cents per kilowatt-hour
2023-12,US,U.S. Total,COM,commercial,12.24,cents per kilowatt-hour
2023-12,US,U.S. Total,IND,industrial,7.61,cents per kilowatt-hour
2023-12,US,U.S. Total,OTH,other,,cents per kilowatt-hour
2023-12,US,U.S. Total,RES,residential,15.69,cents per kilowatt-hour
2023-12,US,U.S. Total,TRA,transportation,12.34,cents per kilowatt-hour
2023-06,VA,Virginia,ALL,all sectors,10.86,cents per kilowatt-hour
2023-06,VA,Virginia,COM,commercial,8.97,cents per kilowatt-hour
2023-06,VA,Virginia,IND,industrial,8.84,cents per kilowatt-hour
2023-06,VA,Virginia,OTH,other,,cents per kilowatt-hour
2023-06,VA,Virginia,RES,residential,15.13,cents per kilowatt-hour
2023-06,VA,Virginia,TRA,transportation,10.49,cents per kilowatt-hour
2023-06,WA,Washington,ALL,all sectors,9.35,cents per kilowatt-hour
2023-06,WA,Washington,COM,commercial,9.7,cents per kilowatt-hour
2023-06,WA,Washington,IND,industrial,6.15,cents per kilowatt-hour
2023-06,WA,Washington,OTH,other,,cents per kilowatt-hour
2023-06,WA,Washington,RES,residential,11.21,cents per kilowatt-hour
2023-06,WA,Washington,TRA,transportation,9.95,cents per kilowatt-hour
2023-06,WV,West Virginia,ALL,all sectors,10.02,cents per kilowatt-hour
2023-06,WV,West Virginia,COM,commercial,10.77,cents per kilowatt-hour
2023-01,SAT,South Atlantic,TRA,transportation,10.66,cents per kilowatt-hour
2023-01,ESC,East South Central,ALL,all sectors,11,cents per kilowatt-hour
2023-01,ESC,East South Central,COM,commercial,12.48,cents per kilowatt-hour
2023-01,ESC,East South Central,IND,industrial,6.98,cents per kilowatt-hour
2023-01,ESC,East South Central,OTH,other,,cents per kilowatt-hour
2023-01,ESC,East South Central,RES,residential,12.95,cents per kilowatt-hour
2023-01,ESC,East South Central,TRA,transportation,0,cents per kilowatt-hour
2023-01,WSC,West South Central,ALL,all sectors,9.84,cents per kilowatt-hour
2023-01,WSC,West South Central,COM,commercial,9.22,cents per kilowatt-hour
2023-01,WSC,West South Central,IND,industrial,6.62,cents per kilowatt-hour
2023-01,WSC,West South Central,OTH,other,,cents per kilowatt-hour
2023-01,WSC,West South Central,RES,residential,13.38,cents per kilowatt-hour
2023-01,WSC,West South Central,TRA,transportation,7.3,cents per kilowatt-hour
2023-01,MTN,Mountain,ALL,all sectors,10.64,cents per kilowatt-hour
2023-01,MTN,Mountain,COM,commercial,10.29,cents per kilowatt-hour
2023-01,MTN,Mountain,IND,industrial,8.05,cents per kilowatt-hour
2023-01,MTN,Mountain,OTH,other,,cents per kilowatt-hour
2023-01,MTN,Mountain,RES,residential,12.81,cents per kilowatt-hour
2023-01,MTN,Mountain,TRA,transportation,12.29,cents per kilowatt-hour
2023-01,PACC,Pacific Contiguous,ALL,all sectors,17.52,cents per kilowatt-hour
2023-01,PACC,Pacific Contiguous,COM,commercial,17.84,cents per kilowatt-hour
2023-01,PACC,Pacific Contiguous,IND,industrial,12.07,cents per kilowatt-hour
2023-01,PACC,Pacific Contiguous,OTH,other,,cents per kilowatt-hour
2023-01,PACC,Pacific Contiguous,RES,residential,19.48,cents per kilowatt-hour
2023-01,PACC,Pacific Contiguous,TRA,transportation,11.43,cents per kilowatt-hour
2023-01,PACN,Pacific Noncontiguous,ALL,all sectors,32.66,cents per kilowatt-hour
2023-01,PACN,Pacific Noncontiguous,COM,commercial,31.35,cents per kilowatt-hour
2023-01,PACN,Pacific Noncontiguous,IND,industrial,33.35,cents per kilowatt-hour
2023-01,PACN,Pacific Noncontiguous,OTH,other,,cents per kilowatt-hour
2023-01,PACN,Pacific Noncontiguous,RES,residential,33.38,cents per kilowatt-hour
2023-01,PACN,Pacific Noncontiguous,TRA,transportation,0,cents per kilowatt-hour
2023-01,US,U.S. Total,ALL,all sectors,12.68,cents per kilowatt-hour
2023-01,US,U.S. Total,COM,commercial,12.61,cents per kilowatt-hour
2023-01,US,U.S. Total,IND,industrial,8.18,cents per kilowatt-hour
2023-01,US,U.S. Total,OTH,other,,cents per kilowatt-hour
2023-01,US,U.S. Total,RES,residential,15.47,cents per kilowatt-hour
2023-01,US,U.S. Total,TRA,transportation,12.54,cents per kilowatt-hour
2023-02,AL,Alabama,ALL,all sectors,11.83,cents per kilowatt-hour
2023-02,AL,Alabama,COM,commercial,13.87,cents per kilowatt-hour
2023-02,AL,Alabama,IND,industrial,7.14,cents per kilowatt-hour
2023-02,AL,Alabama,OTH,other,,cents per kilowatt-hour
2023-02,AL,Alabama,RES,residential,15.34,cents per kilowatt-hour
2023-02,AL,Alabama,TRA,transportation,0,cents per kilowatt-hour
2023-02,AK,Alaska,ALL,all sectors,21.1,cents per kilowatt-hour
2023-02,AK,Alaska,COM,commercial,20.05,cents per kilowatt-hour
2023-02,AK,Alaska,IND,industrial,20.17,cents per kilowatt-hour
2023-02,AK,Alaska,OTH,other,,cents per kilowatt-hour
2023-02,AK,Alaska,RES,residential,22.92,cents per kilowatt-hour
2023-02,AK,Alaska,TRA,transportation,0,cents per kilowatt-hour
2023-02,AZ,Arizona,ALL,all sectors,11.16,cents per kilowatt-hour
2023-02,AZ,Arizona,COM,commercial,10.7,cents per kilowatt-hour
2023-02,AZ,Arizona,IND,industrial,7.67,cents per kilowatt-hour
2023-02,AZ,Arizona,OTH,other,,cents per kilowatt-hour
2023-02,AZ,Arizona,RES,residential,13.12,cents per kilowatt-hour
2023-02,AZ,Arizona,TRA,transportation,8.88,cents per kilowatt-hour
2023-02,AR,Arkansas,ALL,all sectors,9.83,cents per kilowatt-hour
2023-02,AR,Arkansas,COM,commercial,10.76,cents per kilowatt-hour
2023-02,AR,Arkansas,IND,industrial,6.96,cents per kilowatt-hour
2023-02,AR,Arkansas,OTH,other,,cents per kilowatt-hour
2023-02,AR,Arkansas,RES,residential,11.99,cents per kilowatt-hour
2023-02,AR,Arkansas,TRA,transportation,14.03,cents per kilowatt-hour
2023-02,CA,California,ALL,all sectors,22.38,cents per kilowatt-hour
2023-02,CA,California,COM,commercial,21.29,cents per kilowatt-hour
2023-02,CA,California,IND,industrial,15.69,cents per kilowatt-hour
2023-02,CA,California,OTH,other,,cents per kilowatt-hour
2023-02,CA,California,RES,residential,27.25,cents per kilowatt-hour
2023-02,CA,California,TRA,transportation,11.96,cents per kilowatt-hour
2023-02,CO,Colorado,ALL,all sectors,11.43,cents per kilowatt-hour
2023-02,CO,Colorado,COM,commercial,11.25,cents per kilowatt-hour
2023-02,CO,Colorado,IND,industrial,7.74,cents per kilowatt-hour
2023-02,CO,Colorado,OTH,other,,cents per kilowatt-hour
2023-02,CO,Colorado,RES,residential,14.23,cents per kilowatt-hour
2023-02,CO,Colorado,TRA,transportation,13.67,cents per kilowatt-hour
2023-02,CT,Connecticut,ALL,all sectors,27.08,cents per kilowatt-hour
2023-02,CT,Connecticut,COM,commercial,21.14,cents per kilowatt-hour
2023-02,CT,Connecticut,IND,industrial,16.23,cents per kilowatt-hour
2023-02,CT,Connecticut,OTH,other,,cents per kilowatt-hour
2023-02,CT,Connecticut,RES,residential,34.38,cents per kilowatt-hour
2023-02,CT,Connecticut,TRA,transportation,38.63,cents per kilowatt-hour
2023-02,DE,Delaware,ALL,all sectors,12.88,cents per kilowatt-hour
2023-02,DE,Delaware,COM,commercial,11.78,cents per kilowatt-hour
2023-02,DE,Delaware,IND,industrial,9.09,cents per kilowatt-hour
2023-02,DE,Delaware,OTH,other,,cents per kilowatt-hour
2023-02,DE,Delaware,RES,residential,15.01,cents per kilowatt-hour
2023-02,DE,Delaware,TRA,transportation,0,cents per kilowatt-hour
2023-02,DC,District of Columbia,ALL,all sectors,16.51,cents per kilowatt-hour
2023-02,DC,District of Columbia,COM,commercial,17.18,cents per kilowatt-hour
2024-01,PA,Pennsylvania,COM,commercial,10.87,cents per kilowatt-hour
